[2025-11-25 12:40:42] [class-ss-archive-creation-job.php:119] Starting a job; no job is presently running
[2025-11-25 12:40:42] [class-ss-archive-creation-job.php:120] Here's our task list: setup, fetch_urls, transfer_files_locally, wrapup
[2025-11-25 12:40:42] [class-ss-archive-creation-job.php:138] Pushing first task to queue: setup
[2025-11-25 12:40:44] [class-ss-archive-creation-job.php:194] Current task: setup
[2025-11-25 12:40:44] [class-ss-archive-creation-job.php:208] Performing task: setup
[2025-11-25 12:40:44] [class-ss-task.php:44] Status message: [setup] Setting up
[2025-11-25 12:40:45] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1764074442\
[2025-11-25 12:40:45] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/wordpress/
[2025-11-25 12:41:10] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-11-25 12:41:10] [class-ss-page.php:128] Checking Content Identical:2a447cc17b3facca374db691c81ed3275a671d3b===. Value: FALSE
[2025-11-25 12:41:10] [class-ss-fetch-urls-task.php:73] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-floating-bars-var-3.min.css
[2025-11-25 12:41:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:19; Total: 1305
[2025-11-25 12:41:10] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pravi\AppData\Local\Temp/6925a3e68a27e-xRxQNs.tmp
[2025-11-25 12:41:10] [class-ss-page-handler.php:53] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-floating-bars-var-3.min.css?simply_static_page=11022
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-floating-bars-var-3.min.css?simply_static_page=11022
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:103] Filesize: 4971 bytes
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-floating-bars-var-3.min.css
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pravi\AppData\Local\Temp/6925a3e68a27e-xRxQNs.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1764074442/wp-content/plugins/elementor/assets/css/widget-floating-bars-var-3.min.css
[2025-11-25 12:41:10] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-11-25 12:41:10] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-11-25 12:41:10] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-11-25 12:41:10] [class-ss-page.php:128] Checking Content Identical:2a447cc17b3facca374db691c81ed3275a671d3b===. Value: FALSE
[2025-11-25 12:41:10] [class-ss-fetch-urls-task.php:73] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-floating-bars-vars-rtl.min.css
[2025-11-25 12:41:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:18; Total: 1305
[2025-11-25 12:41:10] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pravi\AppData\Local\Temp/6925a3e68f042-Lw4wE6.tmp
[2025-11-25 12:41:10] [class-ss-page-handler.php:53] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-floating-bars-vars-rtl.min.css?simply_static_page=11023
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-floating-bars-vars-rtl.min.css?simply_static_page=11023
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:103] Filesize: 40 bytes
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-floating-bars-vars-rtl.min.css
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pravi\AppData\Local\Temp/6925a3e68f042-Lw4wE6.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1764074442/wp-content/plugins/elementor/assets/css/widget-floating-bars-vars-rtl.min.css
[2025-11-25 12:41:10] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-11-25 12:41:10] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-11-25 12:41:10] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-11-25 12:41:10] [class-ss-page.php:128] Checking Content Identical:dcabdc26cdd2a1caabf37e3d13cac64fe36ee34b===. Value: FALSE
[2025-11-25 12:41:10] [class-ss-fetch-urls-task.php:73] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-floating-bars-vars.min.css
[2025-11-25 12:41:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:17; Total: 1305
[2025-11-25 12:41:10] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pravi\AppData\Local\Temp/6925a3e6926f9-e2BsNs.tmp
[2025-11-25 12:41:10] [class-ss-page-handler.php:53] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-floating-bars-vars.min.css?simply_static_page=11024
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-floating-bars-vars.min.css?simply_static_page=11024
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:103] Filesize: 40 bytes
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-floating-bars-vars.min.css
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pravi\AppData\Local\Temp/6925a3e6926f9-e2BsNs.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1764074442/wp-content/plugins/elementor/assets/css/widget-floating-bars-vars.min.css
[2025-11-25 12:41:10] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-11-25 12:41:10] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-11-25 12:41:10] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-11-25 12:41:10] [class-ss-page.php:128] Checking Content Identical:dcabdc26cdd2a1caabf37e3d13cac64fe36ee34b===. Value: FALSE
[2025-11-25 12:41:10] [class-ss-fetch-urls-task.php:73] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-floating-buttons-rtl.min.css
[2025-11-25 12:41:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:16; Total: 1305
[2025-11-25 12:41:10] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pravi\AppData\Local\Temp/6925a3e696159-CyWCgB.tmp
[2025-11-25 12:41:10] [class-ss-page-handler.php:53] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-floating-buttons-rtl.min.css?simply_static_page=11025
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-floating-buttons-rtl.min.css?simply_static_page=11025
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:103] Filesize: 92814 bytes
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-floating-buttons-rtl.min.css
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pravi\AppData\Local\Temp/6925a3e696159-CyWCgB.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1764074442/wp-content/plugins/elementor/assets/css/widget-floating-buttons-rtl.min.css
[2025-11-25 12:41:10] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-11-25 12:41:10] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-11-25 12:41:10] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-11-25 12:41:10] [class-ss-page.php:128] Checking Content Identical:3621d8331375ee77dc40c4be7c6a4555323e2dcb===. Value: FALSE
[2025-11-25 12:41:10] [class-ss-fetch-urls-task.php:73] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-floating-buttons.min.css
[2025-11-25 12:41:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:15; Total: 1305
[2025-11-25 12:41:10] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pravi\AppData\Local\Temp/6925a3e6a23b0-tTuv1T.tmp
[2025-11-25 12:41:10] [class-ss-page-handler.php:53] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-floating-buttons.min.css?simply_static_page=11026
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-floating-buttons.min.css?simply_static_page=11026
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:103] Filesize: 92814 bytes
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-floating-buttons.min.css
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pravi\AppData\Local\Temp/6925a3e6a23b0-tTuv1T.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1764074442/wp-content/plugins/elementor/assets/css/widget-floating-buttons.min.css
[2025-11-25 12:41:10] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-11-25 12:41:10] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-11-25 12:41:10] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-11-25 12:41:10] [class-ss-page.php:128] Checking Content Identical:3621d8331375ee77dc40c4be7c6a4555323e2dcb===. Value: FALSE
[2025-11-25 12:41:10] [class-ss-fetch-urls-task.php:73] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-google_maps-rtl.min.css
[2025-11-25 12:41:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:14; Total: 1305
[2025-11-25 12:41:10] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pravi\AppData\Local\Temp/6925a3e6b59f0-sVoeXR.tmp
[2025-11-25 12:41:10] [class-ss-page-handler.php:53] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-google_maps-rtl.min.css?simply_static_page=11027
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-google_maps-rtl.min.css?simply_static_page=11027
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:103] Filesize: 301 bytes
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-google_maps-rtl.min.css
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pravi\AppData\Local\Temp/6925a3e6b59f0-sVoeXR.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1764074442/wp-content/plugins/elementor/assets/css/widget-google_maps-rtl.min.css
[2025-11-25 12:41:10] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-11-25 12:41:10] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-11-25 12:41:10] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-11-25 12:41:10] [class-ss-page.php:128] Checking Content Identical:d08a5d4a828dfa115c3db3223dac9aa437360cc6===. Value: FALSE
[2025-11-25 12:41:10] [class-ss-fetch-urls-task.php:73] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-google_maps.min.css
[2025-11-25 12:41:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:13; Total: 1305
[2025-11-25 12:41:10] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pravi\AppData\Local\Temp/6925a3e6bea26-dSZHd1.tmp
[2025-11-25 12:41:10] [class-ss-page-handler.php:53] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-google_maps.min.css?simply_static_page=11028
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-google_maps.min.css?simply_static_page=11028
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:103] Filesize: 301 bytes
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-google_maps.min.css
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pravi\AppData\Local\Temp/6925a3e6bea26-dSZHd1.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1764074442/wp-content/plugins/elementor/assets/css/widget-google_maps.min.css
[2025-11-25 12:41:10] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-11-25 12:41:10] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-11-25 12:41:10] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-11-25 12:41:10] [class-ss-page.php:128] Checking Content Identical:d08a5d4a828dfa115c3db3223dac9aa437360cc6===. Value: FALSE
[2025-11-25 12:41:10] [class-ss-fetch-urls-task.php:73] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-heading-rtl.min.css
[2025-11-25 12:41:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:12; Total: 1305
[2025-11-25 12:41:10] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pravi\AppData\Local\Temp/6925a3e6c2f96-IgSPlX.tmp
[2025-11-25 12:41:10] [class-ss-page-handler.php:53] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-heading-rtl.min.css?simply_static_page=11029
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-heading-rtl.min.css?simply_static_page=11029
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:103] Filesize: 600 bytes
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-heading-rtl.min.css
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pravi\AppData\Local\Temp/6925a3e6c2f96-IgSPlX.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1764074442/wp-content/plugins/elementor/assets/css/widget-heading-rtl.min.css
[2025-11-25 12:41:10] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-11-25 12:41:10] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-11-25 12:41:10] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-11-25 12:41:10] [class-ss-page.php:128] Checking Content Identical:8873e73e5281a9de3de098d6c2f00391e01b4093===. Value: FALSE
[2025-11-25 12:41:10] [class-ss-fetch-urls-task.php:73] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-heading.min.css
[2025-11-25 12:41:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:11; Total: 1305
[2025-11-25 12:41:10] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pravi\AppData\Local\Temp/6925a3e6c6ea5-w8PeTi.tmp
[2025-11-25 12:41:10] [class-ss-page-handler.php:53] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-heading.min.css?simply_static_page=11030
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-heading.min.css?simply_static_page=11030
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:103] Filesize: 600 bytes
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-heading.min.css
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pravi\AppData\Local\Temp/6925a3e6c6ea5-w8PeTi.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1764074442/wp-content/plugins/elementor/assets/css/widget-heading.min.css
[2025-11-25 12:41:10] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-11-25 12:41:10] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-11-25 12:41:10] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-11-25 12:41:10] [class-ss-page.php:128] Checking Content Identical:8873e73e5281a9de3de098d6c2f00391e01b4093===. Value: FALSE
[2025-11-25 12:41:10] [class-ss-fetch-urls-task.php:73] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-icon-box-rtl.min.css
[2025-11-25 12:41:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:10; Total: 1305
[2025-11-25 12:41:10] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pravi\AppData\Local\Temp/6925a3e6cbdc5-pxKaNe.tmp
[2025-11-25 12:41:10] [class-ss-page-handler.php:53] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-icon-box-rtl.min.css?simply_static_page=11031
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-icon-box-rtl.min.css?simply_static_page=11031
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:103] Filesize: 10071 bytes
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-icon-box-rtl.min.css
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pravi\AppData\Local\Temp/6925a3e6cbdc5-pxKaNe.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1764074442/wp-content/plugins/elementor/assets/css/widget-icon-box-rtl.min.css
[2025-11-25 12:41:10] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-11-25 12:41:10] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-11-25 12:41:10] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-11-25 12:41:10] [class-ss-page.php:128] Checking Content Identical:66d5020c9f587de4c135d803d29f340495500ea6===. Value: FALSE
[2025-11-25 12:41:10] [class-ss-fetch-urls-task.php:73] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css
[2025-11-25 12:41:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:9; Total: 1305
[2025-11-25 12:41:10] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pravi\AppData\Local\Temp/6925a3e6da372-CDOh0y.tmp
[2025-11-25 12:41:10] [class-ss-page-handler.php:53] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css?simply_static_page=11032
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css?simply_static_page=11032
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:103] Filesize: 10071 bytes
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-icon-box.min.css
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pravi\AppData\Local\Temp/6925a3e6da372-CDOh0y.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1764074442/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css
[2025-11-25 12:41:10] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-11-25 12:41:10] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-11-25 12:41:10] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-11-25 12:41:10] [class-ss-page.php:128] Checking Content Identical:84ce10330a01c630598fcb4a950540fc311fd96a===. Value: FALSE
[2025-11-25 12:41:10] [class-ss-fetch-urls-task.php:73] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-icon-list-rtl.min.css
[2025-11-25 12:41:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:8; Total: 1305
[2025-11-25 12:41:10] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pravi\AppData\Local\Temp/6925a3e6e7aa1-tmg2Xt.tmp
[2025-11-25 12:41:10] [class-ss-page-handler.php:53] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-icon-list-rtl.min.css?simply_static_page=11033
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-icon-list-rtl.min.css?simply_static_page=11033
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:103] Filesize: 10309 bytes
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-icon-list-rtl.min.css
[2025-11-25 12:41:10] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pravi\AppData\Local\Temp/6925a3e6e7aa1-tmg2Xt.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1764074442/wp-content/plugins/elementor/assets/css/widget-icon-list-rtl.min.css
[2025-11-25 12:41:10] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-11-25 12:41:10] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-11-25 12:41:10] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-11-25 12:41:11] [class-ss-page.php:128] Checking Content Identical:e80c0465b059a36493766edfb7a7c9d4ee1e0903===. Value: FALSE
[2025-11-25 12:41:11] [class-ss-fetch-urls-task.php:73] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css
[2025-11-25 12:41:11] [class-ss-task.php:58] [PAGES STATUS] Remaining:7; Total: 1305
[2025-11-25 12:41:11] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-11-25 12:41:11] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pravi\AppData\Local\Temp/6925a3e7044c2-yStLVg.tmp
[2025-11-25 12:41:11] [class-ss-page-handler.php:53] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css?simply_static_page=11034
[2025-11-25 12:41:11] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css?simply_static_page=11034
[2025-11-25 12:41:11] [class-ss-url-fetcher.php:103] Filesize: 10310 bytes
[2025-11-25 12:41:11] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-11-25 12:41:11] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-icon-list.min.css
[2025-11-25 12:41:11] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pravi\AppData\Local\Temp/6925a3e7044c2-yStLVg.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1764074442/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css
[2025-11-25 12:41:11] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-11-25 12:41:11] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-11-25 12:41:11] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-11-25 12:41:11] [class-ss-page.php:128] Checking Content Identical:d2d2b2e015b1f558b1bd83c538164497fd205055===. Value: FALSE
[2025-11-25 12:41:11] [class-ss-fetch-urls-task.php:73] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-image-box-rtl.min.css
[2025-11-25 12:41:11] [class-ss-task.php:58] [PAGES STATUS] Remaining:6; Total: 1305
[2025-11-25 12:41:11] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-11-25 12:41:11] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pravi\AppData\Local\Temp/6925a3e7147a9-mtLYQE.tmp
[2025-11-25 12:41:11] [class-ss-page-handler.php:53] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-image-box-rtl.min.css?simply_static_page=11035
[2025-11-25 12:41:11] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-image-box-rtl.min.css?simply_static_page=11035
[2025-11-25 12:41:11] [class-ss-url-fetcher.php:103] Filesize: 1409 bytes
[2025-11-25 12:41:11] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-11-25 12:41:11] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-image-box-rtl.min.css
