[2025-11-25 12:40:42] [class-ss-archive-creation-job.php:119] Starting a job; no job is presently running
[2025-11-25 12:40:42] [class-ss-archive-creation-job.php:120] Here's our task list: setup, fetch_urls, transfer_files_locally, wrapup
[2025-11-25 12:40:42] [class-ss-archive-creation-job.php:138] Pushing first task to queue: setup
[2025-11-25 12:40:44] [class-ss-archive-creation-job.php:194] Current task: setup
[2025-11-25 12:40:44] [class-ss-archive-creation-job.php:208] Performing task: setup
[2025-11-25 12:40:44] [class-ss-task.php:44] Status message: [setup] Setting up
[2025-11-25 12:40:45] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1764074442\
[2025-11-25 12:40:45] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/wordpress/
[2025-11-25 12:41:58] [class-ss-url-fetcher.php:103] Filesize: 773 bytes
[2025-11-25 12:41:58] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2025-11-25 12:41:58] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/bdthemes-element-pack/assets/images/loading.svg
[2025-11-25 12:41:58] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pravi\AppData\Local\Temp/6925a416db24b-ql88KW.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1764074442/wp-content/plugins/bdthemes-element-pack/assets/images/loading.svg
[2025-11-25 12:41:58] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-11-25 12:41:58] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-11-25 12:41:58] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-11-25 12:41:58] [class-ss-page.php:128] Checking Content Identical:912855df7e99c69ccf002c1deaa92d77470be983===. Value: FALSE
[2025-11-25 12:41:58] [class-ss-fetch-urls-task.php:73] URL: http://localhost/wordpress/wp-content/uploads/2025/11/round-text.png
[2025-11-25 12:41:58] [class-ss-task.php:58] [PAGES STATUS] Remaining:44; Total: 1361
[2025-11-25 12:41:58] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-11-25 12:41:58] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pravi\AppData\Local\Temp/6925a416e2fac-v9bCv1.tmp
[2025-11-25 12:41:58] [class-ss-page-handler.php:53] URL Prepared:http://localhost/wordpress/wp-content/uploads/2025/11/round-text.png?simply_static_page=11947
[2025-11-25 12:41:58] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/uploads/2025/11/round-text.png?simply_static_page=11947
[2025-11-25 12:41:58] [class-ss-url-fetcher.php:103] Filesize: 1504 bytes
[2025-11-25 12:41:58] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/png
[2025-11-25 12:41:58] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/uploads/2025/11/round-text.png
[2025-11-25 12:41:58] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pravi\AppData\Local\Temp/6925a416e2fac-v9bCv1.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1764074442/wp-content/uploads/2025/11/round-text.png
[2025-11-25 12:41:58] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-11-25 12:41:58] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-11-25 12:41:58] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-11-25 12:41:58] [class-ss-page.php:128] Checking Content Identical:62201d9efd7c544356627c0fc5ef7ad71d03db6c===. Value: FALSE
[2025-11-25 12:41:58] [class-ss-fetch-urls-task.php:73] URL: http://localhost/wordpress/wp-content/plugins/happy-elementor-addons/assets/fonts/happy-icons.woff2
[2025-11-25 12:41:58] [class-ss-task.php:58] [PAGES STATUS] Remaining:43; Total: 1361
[2025-11-25 12:41:58] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-11-25 12:41:58] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pravi\AppData\Local\Temp/6925a416e6bb0-eH5Q7I.tmp
[2025-11-25 12:41:58] [class-ss-page-handler.php:53] URL Prepared:http://localhost/wordpress/wp-content/plugins/happy-elementor-addons/assets/fonts/happy-icons.woff2?simply_static_page=11948
[2025-11-25 12:41:58] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/happy-elementor-addons/assets/fonts/happy-icons.woff2?simply_static_page=11948
[2025-11-25 12:41:58] [class-ss-url-fetcher.php:103] Filesize: 134684 bytes
[2025-11-25 12:41:58] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: font/woff2
[2025-11-25 12:41:58] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/happy-elementor-addons/assets/fonts/happy-icons.woff2
[2025-11-25 12:41:58] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pravi\AppData\Local\Temp/6925a416e6bb0-eH5Q7I.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1764074442/wp-content/plugins/happy-elementor-addons/assets/fonts/happy-icons.woff2
[2025-11-25 12:41:58] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-11-25 12:41:58] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-11-25 12:41:58] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-11-25 12:41:58] [class-ss-page.php:128] Checking Content Identical:b9e2bdf52d4001000dfd24ef5983613c2d4e8b46===. Value: FALSE
[2025-11-25 12:41:58] [class-ss-fetch-urls-task.php:73] URL: http://localhost/wordpress/wp-content/plugins/happy-elementor-addons/assets/fonts/happy-icons.woff
[2025-11-25 12:41:58] [class-ss-task.php:58] [PAGES STATUS] Remaining:42; Total: 1361
[2025-11-25 12:41:58] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-11-25 12:41:58] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pravi\AppData\Local\Temp/6925a416eccb6-suvcNK.tmp
[2025-11-25 12:41:58] [class-ss-page-handler.php:53] URL Prepared:http://localhost/wordpress/wp-content/plugins/happy-elementor-addons/assets/fonts/happy-icons.woff?simply_static_page=11949
[2025-11-25 12:41:58] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/happy-elementor-addons/assets/fonts/happy-icons.woff?simply_static_page=11949
[2025-11-25 12:41:58] [class-ss-url-fetcher.php:103] Filesize: 322828 bytes
[2025-11-25 12:41:58] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: font/woff
[2025-11-25 12:41:58] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/happy-elementor-addons/assets/fonts/happy-icons.woff
[2025-11-25 12:41:58] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pravi\AppData\Local\Temp/6925a416eccb6-suvcNK.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1764074442/wp-content/plugins/happy-elementor-addons/assets/fonts/happy-icons.woff
[2025-11-25 12:41:58] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-11-25 12:41:58] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-11-25 12:41:58] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-11-25 12:41:58] [class-ss-page.php:128] Checking Content Identical:9f422fad21b5642111581368dc392e3000efaf5d===. Value: FALSE
[2025-11-25 12:41:58] [class-ss-fetch-urls-task.php:73] URL: http://localhost/wordpress/wp-content/plugins/happy-elementor-addons/assets/fonts/happy-icons.svg
[2025-11-25 12:41:58] [class-ss-task.php:58] [PAGES STATUS] Remaining:41; Total: 1361
[2025-11-25 12:41:59] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-11-25 12:41:59] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pravi\AppData\Local\Temp/6925a41700509-1qr2AJ.tmp
[2025-11-25 12:41:59] [class-ss-page-handler.php:53] URL Prepared:http://localhost/wordpress/wp-content/plugins/happy-elementor-addons/assets/fonts/happy-icons.svg?simply_static_page=11950
[2025-11-25 12:41:59] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/happy-elementor-addons/assets/fonts/happy-icons.svg?simply_static_page=11950
[2025-11-25 12:41:59] [class-ss-url-fetcher.php:103] Filesize: 873623 bytes
[2025-11-25 12:41:59] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2025-11-25 12:41:59] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/happy-elementor-addons/assets/fonts/happy-icons.svg
[2025-11-25 12:41:59] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pravi\AppData\Local\Temp/6925a41700509-1qr2AJ.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1764074442/wp-content/plugins/happy-elementor-addons/assets/fonts/happy-icons.svg
[2025-11-25 12:41:59] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-11-25 12:41:59] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-11-25 12:41:59] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-11-25 12:41:59] [class-ss-page.php:128] Checking Content Identical:47152d7c81fbe022fc436efeccf4e48b071984e4===. Value: FALSE
[2025-11-25 12:41:59] [class-ss-fetch-urls-task.php:73] URL: http://localhost/wordpress/wp-content/plugins/happy-elementor-addons/assets/vendor/slick/ajax-loader.gif
[2025-11-25 12:41:59] [class-ss-task.php:58] [PAGES STATUS] Remaining:40; Total: 1361
[2025-11-25 12:41:59] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-11-25 12:41:59] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pravi\AppData\Local\Temp/6925a4172b893-hT9c92.tmp
[2025-11-25 12:41:59] [class-ss-page-handler.php:53] URL Prepared:http://localhost/wordpress/wp-content/plugins/happy-elementor-addons/assets/vendor/slick/ajax-loader.gif?simply_static_page=11951
[2025-11-25 12:41:59] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/happy-elementor-addons/assets/vendor/slick/ajax-loader.gif?simply_static_page=11951
[2025-11-25 12:41:59] [class-ss-url-fetcher.php:103] Filesize: 4178 bytes
[2025-11-25 12:41:59] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/gif
[2025-11-25 12:41:59] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/happy-elementor-addons/assets/vendor/slick/ajax-loader.gif
[2025-11-25 12:41:59] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pravi\AppData\Local\Temp/6925a4172b893-hT9c92.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1764074442/wp-content/plugins/happy-elementor-addons/assets/vendor/slick/ajax-loader.gif
[2025-11-25 12:41:59] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-11-25 12:41:59] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-11-25 12:41:59] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-11-25 12:41:59] [class-ss-page.php:128] Checking Content Identical:7a1aa43614396382bb15e5fde574d9cdcd21698f===. Value: FALSE
[2025-11-25 12:41:59] [class-ss-fetch-urls-task.php:73] URL: http://localhost/wordpress/wp-content/plugins/happy-elementor-addons/assets/vendor/slick/fonts/slick.eot
[2025-11-25 12:41:59] [class-ss-task.php:58] [PAGES STATUS] Remaining:39; Total: 1361
[2025-11-25 12:41:59] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-11-25 12:41:59] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pravi\AppData\Local\Temp/6925a4172f86d-fgjRTa.tmp
[2025-11-25 12:41:59] [class-ss-page-handler.php:53] URL Prepared:http://localhost/wordpress/wp-content/plugins/happy-elementor-addons/assets/vendor/slick/fonts/slick.eot?simply_static_page=11952
[2025-11-25 12:41:59] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/happy-elementor-addons/assets/vendor/slick/fonts/slick.eot?simply_static_page=11952
[2025-11-25 12:41:59] [class-ss-url-fetcher.php:103] Filesize: 2048 bytes
[2025-11-25 12:41:59] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/vnd.ms-fontobject
[2025-11-25 12:41:59] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/happy-elementor-addons/assets/vendor/slick/fonts/slick.eot
[2025-11-25 12:41:59] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pravi\AppData\Local\Temp/6925a4172f86d-fgjRTa.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1764074442/wp-content/plugins/happy-elementor-addons/assets/vendor/slick/fonts/slick.eot
[2025-11-25 12:41:59] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-11-25 12:41:59] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-11-25 12:41:59] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-11-25 12:41:59] [class-ss-page.php:128] Checking Content Identical:2dff0768f4c0a53228761eab917e2c65556042d4===. Value: FALSE
[2025-11-25 12:41:59] [class-ss-fetch-urls-task.php:73] URL: http://localhost/wordpress/wp-content/plugins/happy-elementor-addons/assets/vendor/slick/fonts/slick.woff
[2025-11-25 12:41:59] [class-ss-task.php:58] [PAGES STATUS] Remaining:38; Total: 1361
[2025-11-25 12:41:59] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-11-25 12:41:59] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pravi\AppData\Local\Temp/6925a417353df-NpbiZO.tmp
[2025-11-25 12:41:59] [class-ss-page-handler.php:53] URL Prepared:http://localhost/wordpress/wp-content/plugins/happy-elementor-addons/assets/vendor/slick/fonts/slick.woff?simply_static_page=11953
[2025-11-25 12:41:59] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/happy-elementor-addons/assets/vendor/slick/fonts/slick.woff?simply_static_page=11953
[2025-11-25 12:41:59] [class-ss-url-fetcher.php:103] Filesize: 1380 bytes
[2025-11-25 12:41:59] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: font/woff
[2025-11-25 12:41:59] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/happy-elementor-addons/assets/vendor/slick/fonts/slick.woff
[2025-11-25 12:41:59] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pravi\AppData\Local\Temp/6925a417353df-NpbiZO.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1764074442/wp-content/plugins/happy-elementor-addons/assets/vendor/slick/fonts/slick.woff
[2025-11-25 12:41:59] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-11-25 12:41:59] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-11-25 12:41:59] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-11-25 12:41:59] [class-ss-page.php:128] Checking Content Identical:af91c12f0f406a4f801aeb3b398768fe41d8f864===. Value: FALSE
[2025-11-25 12:41:59] [class-ss-fetch-urls-task.php:73] URL: http://localhost/wordpress/wp-content/plugins/happy-elementor-addons/assets/vendor/slick/fonts/slick.ttf
[2025-11-25 12:41:59] [class-ss-task.php:58] [PAGES STATUS] Remaining:37; Total: 1361
[2025-11-25 12:41:59] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-11-25 12:41:59] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pravi\AppData\Local\Temp/6925a4173b45e-1UfZZG.tmp
[2025-11-25 12:41:59] [class-ss-page-handler.php:53] URL Prepared:http://localhost/wordpress/wp-content/plugins/happy-elementor-addons/assets/vendor/slick/fonts/slick.ttf?simply_static_page=11954
[2025-11-25 12:41:59] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/happy-elementor-addons/assets/vendor/slick/fonts/slick.ttf?simply_static_page=11954
[2025-11-25 12:41:59] [class-ss-url-fetcher.php:103] Filesize: 1892 bytes
[2025-11-25 12:41:59] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: font/ttf
[2025-11-25 12:41:59] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/happy-elementor-addons/assets/vendor/slick/fonts/slick.ttf
[2025-11-25 12:41:59] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pravi\AppData\Local\Temp/6925a4173b45e-1UfZZG.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1764074442/wp-content/plugins/happy-elementor-addons/assets/vendor/slick/fonts/slick.ttf
[2025-11-25 12:41:59] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-11-25 12:41:59] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-11-25 12:41:59] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-11-25 12:41:59] [class-ss-page.php:128] Checking Content Identical:3331eebdd4ba348ef25abe00c39ffbe867d46575===. Value: FALSE
[2025-11-25 12:41:59] [class-ss-fetch-urls-task.php:73] URL: http://localhost/wordpress/wp-content/plugins/happy-elementor-addons/assets/vendor/slick/fonts/slick.svg
[2025-11-25 12:41:59] [class-ss-task.php:58] [PAGES STATUS] Remaining:36; Total: 1361
[2025-11-25 12:41:59] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-11-25 12:41:59] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pravi\AppData\Local\Temp/6925a417434e5-cZ1WqV.tmp
[2025-11-25 12:41:59] [class-ss-page-handler.php:53] URL Prepared:http://localhost/wordpress/wp-content/plugins/happy-elementor-addons/assets/vendor/slick/fonts/slick.svg?simply_static_page=11955
[2025-11-25 12:41:59] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/happy-elementor-addons/assets/vendor/slick/fonts/slick.svg?simply_static_page=11955
[2025-11-25 12:41:59] [class-ss-url-fetcher.php:103] Filesize: 2166 bytes
[2025-11-25 12:41:59] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2025-11-25 12:41:59] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/happy-elementor-addons/assets/vendor/slick/fonts/slick.svg
[2025-11-25 12:41:59] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pravi\AppData\Local\Temp/6925a417434e5-cZ1WqV.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1764074442/wp-content/plugins/happy-elementor-addons/assets/vendor/slick/fonts/slick.svg
[2025-11-25 12:41:59] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-11-25 12:41:59] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-11-25 12:41:59] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-11-25 12:41:59] [class-ss-page.php:128] Checking Content Identical:8abc209b72ca066da711e6110f2e1981f653c770===. Value: FALSE
[2025-11-25 12:41:59] [class-ss-fetch-urls-task.php:73] URL: http://localhost/wordpress/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkc3kawzu.woff2
[2025-11-25 12:41:59] [class-ss-task.php:58] [PAGES STATUS] Remaining:35; Total: 1361
[2025-11-25 12:41:59] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-11-25 12:41:59] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pravi\AppData\Local\Temp/6925a4174acf8-vwHdYE.tmp
[2025-11-25 12:41:59] [class-ss-page-handler.php:53] URL Prepared:http://localhost/wordpress/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkc3kawzu.woff2?simply_static_page=11956
[2025-11-25 12:41:59] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkc3kawzu.woff2?simply_static_page=11956
[2025-11-25 12:41:59] [class-ss-url-fetcher.php:103] Filesize: 39456 bytes
[2025-11-25 12:41:59] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: font/woff2
[2025-11-25 12:41:59] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkc3kawzu.woff2
[2025-11-25 12:41:59] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pravi\AppData\Local\Temp/6925a4174acf8-vwHdYE.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1764074442/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkc3kawzu.woff2
[2025-11-25 12:41:59] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-11-25 12:41:59] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-11-25 12:41:59] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-11-25 12:41:59] [class-ss-page.php:128] Checking Content Identical:995f9a96661832bb1e753719e12a625d196ff657===. Value: FALSE
[2025-11-25 12:41:59] [class-ss-fetch-urls-task.php:73] URL: http://localhost/wordpress/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkankawzu.woff2
[2025-11-25 12:41:59] [class-ss-task.php:58] [PAGES STATUS] Remaining:34; Total: 1361
[2025-11-25 12:41:59] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-11-25 12:41:59] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pravi\AppData\Local\Temp/6925a4174fb69-J0zWSU.tmp
[2025-11-25 12:41:59] [class-ss-page-handler.php:53] URL Prepared:http://localhost/wordpress/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkankawzu.woff2?simply_static_page=11957
[2025-11-25 12:41:59] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkankawzu.woff2?simply_static_page=11957
[2025-11-25 12:41:59] [class-ss-url-fetcher.php:103] Filesize: 24576 bytes
[2025-11-25 12:41:59] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: font/woff2
[2025-11-25 12:41:59] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkankawzu.woff2
[2025-11-25 12:41:59] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pravi\AppData\Local\Temp/6925a4174fb69-J0zWSU.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1764074442/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkankawzu.woff2
[2025-11-25 12:41:59] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-11-25 12:41:59] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-11-25 12:41:59] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-11-25 12:41:59] [class-ss-page.php:128] Checking Content Identical:3f2874155fd88a107dd12ca020de3184e56abac1===. Value: FALSE
[2025-11-25 12:41:59] [class-ss-fetch-urls-task.php:73] URL: http://localhost/wordpress/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkcnkawzu.woff2
[2025-11-25 12:41:59] [class-ss-task.php:58] [PAGES STATUS] Remaining:33; Total: 1361
[2025-11-25 12:41:59] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-11-25 12:41:59] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pravi\AppData\Local\Temp/6925a417541d0-o8Ia0O.tmp
[2025-11-25 12:41:59] [class-ss-page-handler.php:53] URL Prepared:http://localhost/wordpress/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkcnkawzu.woff2?simply_static_page=11958
[2025-11-25 12:41:59] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkcnkawzu.woff2?simply_static_page=11958
[2025-11-25 12:41:59] [class-ss-url-fetcher.php:103] Filesize: 4468 bytes
[2025-11-25 12:41:59] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: font/woff2
[2025-11-25 12:41:59] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkcnkawzu.woff2
[2025-11-25 12:41:59] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pravi\AppData\Local\Temp/6925a417541d0-o8Ia0O.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1764074442/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkcnkawzu.woff2
[2025-11-25 12:41:59] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-11-25 12:41:59] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-11-25 12:41:59] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-11-25 12:41:59] [class-ss-page.php:128] Checking Content Identical:20b5480e9123c8cfc332aed1802d4d3228cb550e===. Value: FALSE
[2025-11-25 12:41:59] [class-ss-fetch-urls-task.php:73] URL: http://localhost/wordpress/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkbxkawzu.woff2
[2025-11-25 12:41:59] [class-ss-task.php:58] [PAGES STATUS] Remaining:32; Total: 1361
[2025-11-25 12:41:59] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-11-25 12:41:59] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pravi\AppData\Local\Temp/6925a41758aa0-cljiiN.tmp
[2025-11-25 12:41:59] [class-ss-page-handler.php:53] URL Prepared:http://localhost/wordpress/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkbxkawzu.woff2?simply_static_page=11959
[2025-11-25 12:41:59] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkbxkawzu.woff2?simply_static_page=11959
[2025-11-25 12:41:59] [class-ss-url-fetcher.php:103] Filesize: 18800 bytes
